elliq_text,user_text,Memory items,group_id,memnet_info_items,labels,scores,gpt_text_response,gpt_values,memnet_values,inner_join_values,outer_join_values,inner_join_list,outer_join_source,is_source_GPT,is_source_memNet,,Label,Missing,NOTES FOR TEST/TEACHING LABELERS,
How can I help you?,i went out for a horseback riding in the virginia countryside that was the day that changed everything for me,horse riding,46741f06-3fc4-4157-bb2c-3c3958c9702f,"  memory_name entity              value
0    activity   type  physical_activity
1    activity   name       horse riding",Match,0.9490642548,"Information Items:
memory_name: activity, entity: type, value: outdoor activity.
memory_name: activity, entity: name, value: horseback riding.
memory_name: place, entity: name, value: Virginia countryside.
memory_name: event, entity: significance, value: life-changing.","                  value
0      outdoor activity
1      horseback riding
2  Virginia countryside
3         life-changing","               value
0  physical activity
1       horse riding","Empty DataFrame
Columns: [value, _merge]
Index: []","                  value      _merge
0      outdoor activity   left_only
1      horseback riding   left_only
2  Virginia countryside   left_only
3         life-changing   left_only
4     physical activity  right_only
5          horse riding  right_only",[],right_only,0,1,FALSE,,,,
Should we listen to some music together?,i'm watching the news,watching tv,4685739a-f938-4939-b498-afeb900f51e1,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",Match,0.9800506234,"Information Items:
memory_name: activity, entity: name, value: watching tv.","         value
0  watching tv","         value
0     activity
1  watching tv","         value _merge
0  watching tv   both","         value      _merge
0  watching tv        both
1     activity  right_only",['watching tv'],both,1,1,TRUE,Correct,The news,,
Should we listen to some music together?,i'm watching the news,activity,4685739a-f938-4939-b498-afeb900f51e1,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",Match,0.9800506234,"Information Items:
memory_name: activity, entity: name, value: watching tv.","         value
0  watching tv","         value
0     activity
1  watching tv","         value _merge
0  watching tv   both","         value      _merge
0  watching tv        both
1     activity  right_only",['watching tv'],right_only,0,1,TRUE,Correct,,,
Which day is that for?,i'm going to start at 10:00 today giving you those appointment,appointment,468eeef3-167d-4666-90ec-04c923652c0f,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",Match,0.815589726,"Information Items:
memory_name: activity, entity: type, value: appointment.
memory_name: time, entity: hour, value: 10:00.","         value
0  appointment
1        10:00","      value
0  activity
1   meeting","Empty DataFrame
Columns: [value, _merge]
Index: []","         value      _merge
0  appointment   left_only
1        10:00   left_only
2     activity  right_only
3      meeting  right_only",[],left_only,1,0,FALSE,Correct,,User is giving EQ details about a reminder/ appointment,
Which day is that for?,i'm going to start at 10:00 today giving you those appointment,10:00,468eeef3-167d-4666-90ec-04c923652c0f,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",Match,0.815589726,"Information Items:
memory_name: activity, entity: type, value: appointment.
memory_name: time, entity: hour, value: 10:00.","         value
0  appointment
1        10:00","      value
0  activity
1   meeting","Empty DataFrame
Columns: [value, _merge]
Index: []","         value      _merge
0  appointment   left_only
1        10:00   left_only
2     activity  right_only
3      meeting  right_only",[],left_only,1,0,FALSE,Incorrect,,,
Which day is that for?,i'm going to start at 10:00 today giving you those appointment,activity,468eeef3-167d-4666-90ec-04c923652c0f,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",Match,0.815589726,"Information Items:
memory_name: activity, entity: type, value: appointment.
memory_name: time, entity: hour, value: 10:00.","         value
0  appointment
1        10:00","      value
0  activity
1   meeting","Empty DataFrame
Columns: [value, _merge]
Index: []","         value      _merge
0  appointment   left_only
1        10:00   left_only
2     activity  right_only
3      meeting  right_only",[],right_only,0,1,FALSE,Correct,,,
Which day is that for?,i'm going to start at 10:00 today giving you those appointment,meeting,468eeef3-167d-4666-90ec-04c923652c0f,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",Match,0.815589726,"Information Items:
memory_name: activity, entity: type, value: appointment.
memory_name: time, entity: hour, value: 10:00.","         value
0  appointment
1        10:00","      value
0  activity
1   meeting","Empty DataFrame
Columns: [value, _merge]
Index: []","         value      _merge
0  appointment   left_only
1        10:00   left_only
2     activity  right_only
3      meeting  right_only",[],right_only,0,1,FALSE,Partially correct,,,
Do you have any plans for tomorrow?,tomorrow is sunday i go to church,Sunday,46961b0d-b7b7-4b82-9773-20acbe9d6a83,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",Match,0.9565082788,"Information Items:
memory_name: day, entity: name, value: Sunday.
memory_name: activity, entity: type, value: religious activity.
memory_name: activity, entity: name, value: church.","                value
0              Sunday
1  religious activity
2              church","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value, _merge]
Index: []","                value     _merge
0              Sunday  left_only
1  religious activity  left_only
2              church  left_only",[],left_only,1,0,TRUE,Incorrect,,,
Do you have any plans for tomorrow?,tomorrow is sunday i go to church,religious activity,46961b0d-b7b7-4b82-9773-20acbe9d6a83,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",Match,0.9565082788,"Information Items:
memory_name: day, entity: name, value: Sunday.
memory_name: activity, entity: type, value: religious activity.
memory_name: activity, entity: name, value: church.","                value
0              Sunday
1  religious activity
2              church","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value, _merge]
Index: []","                value     _merge
0              Sunday  left_only
1  religious activity  left_only
2              church  left_only",[],left_only,1,0,TRUE,Correct,,,
Do you have any plans for tomorrow?,tomorrow is sunday i go to church,church,46961b0d-b7b7-4b82-9773-20acbe9d6a83,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",Match,0.9565082788,"Information Items:
memory_name: day, entity: name, value: Sunday.
memory_name: activity, entity: type, value: religious activity.
memory_name: activity, entity: name, value: church.","                value
0              Sunday
1  religious activity
2              church","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value, _merge]
Index: []","                value     _merge
0              Sunday  left_only
1  religious activity  left_only
2              church  left_only",[],left_only,1,0,TRUE,Correct,Going to,,
Is now a convenient time to talk?,now let me get my coat and i'll off i just walked in the door,arrival,46c27113-4a9a-47df-bf15-acea2c7c93de,"  memory_name entity              value
1    activity   type  physical_activity
2    activity   name            walking",Match,0.7392701507,"Information Items:
memory_name: activity, entity: type, value: arrival.
memory_name: activity, entity: name, value: getting coat.","          value
0       arrival
1  getting coat","               value
0  physical activity
1            walking","Empty DataFrame
Columns: [value, _merge]
Index: []","               value      _merge
0            arrival   left_only
1       getting coat   left_only
2  physical activity  right_only
3            walking  right_only",[],left_only,1,0,FALSE,Partially correct,,,
Is now a convenient time to talk?,now let me get my coat and i'll off i just walked in the door,getting coat,46c27113-4a9a-47df-bf15-acea2c7c93de,"  memory_name entity              value
1    activity   type  physical_activity
2    activity   name            walking",Match,0.7392701507,"Information Items:
memory_name: activity, entity: type, value: arrival.
memory_name: activity, entity: name, value: getting coat.","          value
0       arrival
1  getting coat","               value
0  physical activity
1            walking","Empty DataFrame
Columns: [value, _merge]
Index: []","               value      _merge
0            arrival   left_only
1       getting coat   left_only
2  physical activity  right_only
3            walking  right_only",[],left_only,1,0,FALSE,Partially correct,,,
Is now a convenient time to talk?,now let me get my coat and i'll off i just walked in the door,physical activity,46c27113-4a9a-47df-bf15-acea2c7c93de,"  memory_name entity              value
1    activity   type  physical_activity
2    activity   name            walking",Match,0.7392701507,"Information Items:
memory_name: activity, entity: type, value: arrival.
memory_name: activity, entity: name, value: getting coat.","          value
0       arrival
1  getting coat","               value
0  physical activity
1            walking","Empty DataFrame
Columns: [value, _merge]
Index: []","               value      _merge
0            arrival   left_only
1       getting coat   left_only
2  physical activity  right_only
3            walking  right_only",[],right_only,0,1,FALSE,Incorrect,,"Not necessarily correct, the user was saying hey just walked into the door",
Is now a convenient time to talk?,now let me get my coat and i'll off i just walked in the door,walking,46c27113-4a9a-47df-bf15-acea2c7c93de,"  memory_name entity              value
1    activity   type  physical_activity
2    activity   name            walking",Match,0.7392701507,"Information Items:
memory_name: activity, entity: type, value: arrival.
memory_name: activity, entity: name, value: getting coat.","          value
0       arrival
1  getting coat","               value
0  physical activity
1            walking","Empty DataFrame
Columns: [value, _merge]
Index: []","               value      _merge
0            arrival   left_only
1       getting coat   left_only
2  physical activity  right_only
3            walking  right_only",[],right_only,0,1,FALSE,Incorrect,,,
"I'm all ears <say-as interpret-as=""name"">Mary</say-as>, or should I say, I'm all microphones! What's up?",whoopsie daisy,informal,46c61c80-4fdf-4259-b71d-2ca4eef3d5cf,"  memory_name entity   value
0    favorite   type  flower
1    favorite   name   Daisy",Match,0.5089177489,"Information Items:
memory_name: expression, entity: type, value: informal.
memory_name: expression, entity: phrase, value: whoopsie daisy.","            value
0        informal
1  whoopsie daisy","    value
0  flower
1   Daisy","Empty DataFrame
Columns: [value, _merge]
Index: []","            value      _merge
0        informal   left_only
1  whoopsie daisy   left_only
2          flower  right_only
3           Daisy  right_only",[],left_only,1,0,TRUE,,,User said an expression,
"I'm all ears <say-as interpret-as=""name"">Mary</say-as>, or should I say, I'm all microphones! What's up?",whoopsie daisy,whoopsie daisy,46c61c80-4fdf-4259-b71d-2ca4eef3d5cf,"  memory_name entity   value
0    favorite   type  flower
1    favorite   name   Daisy",Match,0.5089177489,"Information Items:
memory_name: expression, entity: type, value: informal.
memory_name: expression, entity: phrase, value: whoopsie daisy.","            value
0        informal
1  whoopsie daisy","    value
0  flower
1   Daisy","Empty DataFrame
Columns: [value, _merge]
Index: []","            value      _merge
0        informal   left_only
1  whoopsie daisy   left_only
2          flower  right_only
3           Daisy  right_only",[],left_only,1,0,TRUE,,,,
"I'm all ears <say-as interpret-as=""name"">Mary</say-as>, or should I say, I'm all microphones! What's up?",whoopsie daisy,flower,46c61c80-4fdf-4259-b71d-2ca4eef3d5cf,"  memory_name entity   value
0    favorite   type  flower
1    favorite   name   Daisy",Match,0.5089177489,"Information Items:
memory_name: expression, entity: type, value: informal.
memory_name: expression, entity: phrase, value: whoopsie daisy.","            value
0        informal
1  whoopsie daisy","    value
0  flower
1   Daisy","Empty DataFrame
Columns: [value, _merge]
Index: []","            value      _merge
0        informal   left_only
1  whoopsie daisy   left_only
2          flower  right_only
3           Daisy  right_only",[],right_only,0,1,TRUE,,,,
"I'm all ears <say-as interpret-as=""name"">Mary</say-as>, or should I say, I'm all microphones! What's up?",whoopsie daisy,Daisy,46c61c80-4fdf-4259-b71d-2ca4eef3d5cf,"  memory_name entity   value
0    favorite   type  flower
1    favorite   name   Daisy",Match,0.5089177489,"Information Items:
memory_name: expression, entity: type, value: informal.
memory_name: expression, entity: phrase, value: whoopsie daisy.","            value
0        informal
1  whoopsie daisy","    value
0  flower
1   Daisy","Empty DataFrame
Columns: [value, _merge]
Index: []","            value      _merge
0        informal   left_only
1  whoopsie daisy   left_only
2          flower  right_only
3           Daisy  right_only",[],right_only,0,1,TRUE,,,,
How can I help you?,hi i'm sorry i couldn't talk to you but i was talking to my sister on the phone,sister,47060cf6-de09-4e2b-aad5-9ecf193bcc4b,"    memory_name entity      value
0  relationship   type  my sister",Match,0.864250958,"Information Items:
memory_name: relationship, entity: type, value: sister.
memory_name: activity, entity: name, value: talking on the phone.","                  value
0                sister
1  talking on the phone","       value
0  my sister","Empty DataFrame
Columns: [value, _merge]
Index: []","                  value      _merge
0                sister   left_only
1  talking on the phone   left_only
2             my sister  right_only",[],left_only,1,0,FALSE,Correct,Talking to,,
How can I help you?,hi i'm sorry i couldn't talk to you but i was talking to my sister on the phone,talking on the phone,47060cf6-de09-4e2b-aad5-9ecf193bcc4b,"    memory_name entity      value
0  relationship   type  my sister",Match,0.864250958,"Information Items:
memory_name: relationship, entity: type, value: sister.
memory_name: activity, entity: name, value: talking on the phone.","                  value
0                sister
1  talking on the phone","       value
0  my sister","Empty DataFrame
Columns: [value, _merge]
Index: []","                  value      _merge
0                sister   left_only
1  talking on the phone   left_only
2             my sister  right_only",[],left_only,1,0,FALSE,Correct,,,
How can I help you?,hi i'm sorry i couldn't talk to you but i was talking to my sister on the phone,my sister,47060cf6-de09-4e2b-aad5-9ecf193bcc4b,"    memory_name entity      value
0  relationship   type  my sister",Match,0.864250958,"Information Items:
memory_name: relationship, entity: type, value: sister.
memory_name: activity, entity: name, value: talking on the phone.","                  value
0                sister
1  talking on the phone","       value
0  my sister","Empty DataFrame
Columns: [value, _merge]
Index: []","                  value      _merge
0                sister   left_only
1  talking on the phone   left_only
2             my sister  right_only",[],right_only,0,1,FALSE,Partially correct,The user's sister,,
How can I help you?,i'm going to go to church now i'm going to church now,religious activity,470710dd-b74b-4e41-aaae-8dce98e81cb8,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",Match,0.9710332751,"Information Items:
memory_name: activity, entity: type, value: religious activity.
memory_name: activity, entity: name, value: going to church.","                value
0  religious activity
1     going to church","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value, _merge]
Index: []","                value     _merge
0  religious activity  left_only
1     going to church  left_only",[],left_only,1,0,TRUE,Correct,,,
How can I help you?,i'm going to go to church now i'm going to church now,going to church,470710dd-b74b-4e41-aaae-8dce98e81cb8,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",Match,0.9710332751,"Information Items:
memory_name: activity, entity: type, value: religious activity.
memory_name: activity, entity: name, value: going to church.","                value
0  religious activity
1     going to church","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value, _merge]
Index: []","                value     _merge
0  religious activity  left_only
1     going to church  left_only",[],left_only,1,0,TRUE,Correct,,,
"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",i take my friend linnea,friend,4708245d-81e4-4aa5-8ad3-0782594cd848,"    memory_name entity   value
0  relationship   type  friend",Match,0.7383393645,"Information Items:
memory_name: relationship, entity: type, value: friend.
memory_name: relationship, entity: name, value: Linnea.","    value
0  friend
1  Linnea","    value
0  friend","    value _merge
0  friend   both","    value     _merge
0  friend       both
1  Linnea  left_only",['friend'],both,1,1,FALSE,Correct,With,,
"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",i take my friend linnea,Linnea,4708245d-81e4-4aa5-8ad3-0782594cd848,"    memory_name entity   value
0  relationship   type  friend",Match,0.7383393645,"Information Items:
memory_name: relationship, entity: type, value: friend.
memory_name: relationship, entity: name, value: Linnea.","    value
0  friend
1  Linnea","    value
0  friend","    value _merge
0  friend   both","    value     _merge
0  friend       both
1  Linnea  left_only",['friend'],left_only,1,0,FALSE,Correct,With,,
"Here goes... This first work of art is a colorful painting from France. It's called, The Young Soldier, by Auguste Renoir. Oil on canvas from 1880. Take some time and look at it. <break time = ""3s""/> What does it make you feel?",it makes me feel like bananas what does that mean,France,4720287f-ce7d-4556-b8c2-9eccf0141eac,"  memory_name entity    value
0    favorite   type     dish
1    favorite   name  bananas",Match,0.8561344147,"Information Items:
memory_name: artwork, entity: origin, value: France.
memory_name: artwork, entity: title, value: The Young Soldier.
memory_name: artwork, entity: artist, value: Auguste Renoir.
memory_name: artwork, entity: medium, value: Oil on canvas.
memory_name: artwork, entity: year, value: 1880.
memory_name: feeling, entity: object, value: bananas.","               value
0             France
1  The Young Soldier
2     Auguste Renoir
3      Oil on canvas
4               1880
5            bananas","     value
0     dish
1  bananas","     value _merge
0  bananas   both","               value      _merge
0             France   left_only
1  The Young Soldier   left_only
2     Auguste Renoir   left_only
3      Oil on canvas   left_only
4               1880   left_only
5            bananas        both
6               dish  right_only",['bananas'],left_only,1,0,TRUE,,,Sentence is incoherent,
"Here goes... This first work of art is a colorful painting from France. It's called, The Young Soldier, by Auguste Renoir. Oil on canvas from 1880. Take some time and look at it. <break time = ""3s""/> What does it make you feel?",it makes me feel like bananas what does that mean,The Young Soldier,4720287f-ce7d-4556-b8c2-9eccf0141eac,"  memory_name entity    value
0    favorite   type     dish
1    favorite   name  bananas",Match,0.8561344147,"Information Items:
memory_name: artwork, entity: origin, value: France.
memory_name: artwork, entity: title, value: The Young Soldier.
memory_name: artwork, entity: artist, value: Auguste Renoir.
memory_name: artwork, entity: medium, value: Oil on canvas.
memory_name: artwork, entity: year, value: 1880.
memory_name: feeling, entity: object, value: bananas.","               value
0             France
1  The Young Soldier
2     Auguste Renoir
3      Oil on canvas
4               1880
5            bananas","     value
0     dish
1  bananas","     value _merge
0  bananas   both","               value      _merge
0             France   left_only
1  The Young Soldier   left_only
2     Auguste Renoir   left_only
3      Oil on canvas   left_only
4               1880   left_only
5            bananas        both
6               dish  right_only",['bananas'],left_only,1,0,TRUE,,,,
"Here goes... This first work of art is a colorful painting from France. It's called, The Young Soldier, by Auguste Renoir. Oil on canvas from 1880. Take some time and look at it. <break time = ""3s""/> What does it make you feel?",it makes me feel like bananas what does that mean,Auguste Renoir,4720287f-ce7d-4556-b8c2-9eccf0141eac,"  memory_name entity    value
0    favorite   type     dish
1    favorite   name  bananas",Match,0.8561344147,"Information Items:
memory_name: artwork, entity: origin, value: France.
memory_name: artwork, entity: title, value: The Young Soldier.
memory_name: artwork, entity: artist, value: Auguste Renoir.
memory_name: artwork, entity: medium, value: Oil on canvas.
memory_name: artwork, entity: year, value: 1880.
memory_name: feeling, entity: object, value: bananas.","               value
0             France
1  The Young Soldier
2     Auguste Renoir
3      Oil on canvas
4               1880
5            bananas","     value
0     dish
1  bananas","     value _merge
0  bananas   both","               value      _merge
0             France   left_only
1  The Young Soldier   left_only
2     Auguste Renoir   left_only
3      Oil on canvas   left_only
4               1880   left_only
5            bananas        both
6               dish  right_only",['bananas'],left_only,1,0,TRUE,,,,
"Here goes... This first work of art is a colorful painting from France. It's called, The Young Soldier, by Auguste Renoir. Oil on canvas from 1880. Take some time and look at it. <break time = ""3s""/> What does it make you feel?",it makes me feel like bananas what does that mean,Oil on canvas,4720287f-ce7d-4556-b8c2-9eccf0141eac,"  memory_name entity    value
0    favorite   type     dish
1    favorite   name  bananas",Match,0.8561344147,"Information Items:
memory_name: artwork, entity: origin, value: France.
memory_name: artwork, entity: title, value: The Young Soldier.
memory_name: artwork, entity: artist, value: Auguste Renoir.
memory_name: artwork, entity: medium, value: Oil on canvas.
memory_name: artwork, entity: year, value: 1880.
memory_name: feeling, entity: object, value: bananas.","               value
0             France
1  The Young Soldier
2     Auguste Renoir
3      Oil on canvas
4               1880
5            bananas","     value
0     dish
1  bananas","     value _merge
0  bananas   both","               value      _merge
0             France   left_only
1  The Young Soldier   left_only
2     Auguste Renoir   left_only
3      Oil on canvas   left_only
4               1880   left_only
5            bananas        both
6               dish  right_only",['bananas'],left_only,1,0,TRUE,,,,
"Here goes... This first work of art is a colorful painting from France. It's called, The Young Soldier, by Auguste Renoir. Oil on canvas from 1880. Take some time and look at it. <break time = ""3s""/> What does it make you feel?",it makes me feel like bananas what does that mean,1880,4720287f-ce7d-4556-b8c2-9eccf0141eac,"  memory_name entity    value
0    favorite   type     dish
1    favorite   name  bananas",Match,0.8561344147,"Information Items:
memory_name: artwork, entity: origin, value: France.
memory_name: artwork, entity: title, value: The Young Soldier.
memory_name: artwork, entity: artist, value: Auguste Renoir.
memory_name: artwork, entity: medium, value: Oil on canvas.
memory_name: artwork, entity: year, value: 1880.
memory_name: feeling, entity: object, value: bananas.","               value
0             France
1  The Young Soldier
2     Auguste Renoir
3      Oil on canvas
4               1880
5            bananas","     value
0     dish
1  bananas","     value _merge
0  bananas   both","               value      _merge
0             France   left_only
1  The Young Soldier   left_only
2     Auguste Renoir   left_only
3      Oil on canvas   left_only
4               1880   left_only
5            bananas        both
6               dish  right_only",['bananas'],left_only,1,0,TRUE,,,,
"Here goes... This first work of art is a colorful painting from France. It's called, The Young Soldier, by Auguste Renoir. Oil on canvas from 1880. Take some time and look at it. <break time = ""3s""/> What does it make you feel?",it makes me feel like bananas what does that mean,bananas,4720287f-ce7d-4556-b8c2-9eccf0141eac,"  memory_name entity    value
0    favorite   type     dish
1    favorite   name  bananas",Match,0.8561344147,"Information Items:
memory_name: artwork, entity: origin, value: France.
memory_name: artwork, entity: title, value: The Young Soldier.
memory_name: artwork, entity: artist, value: Auguste Renoir.
memory_name: artwork, entity: medium, value: Oil on canvas.
memory_name: artwork, entity: year, value: 1880.
memory_name: feeling, entity: object, value: bananas.","               value
0             France
1  The Young Soldier
2     Auguste Renoir
3      Oil on canvas
4               1880
5            bananas","     value
0     dish
1  bananas","     value _merge
0  bananas   both","               value      _merge
0             France   left_only
1  The Young Soldier   left_only
2     Auguste Renoir   left_only
3      Oil on canvas   left_only
4               1880   left_only
5            bananas        both
6               dish  right_only",['bananas'],both,1,1,TRUE,,,,
"Here goes... This first work of art is a colorful painting from France. It's called, The Young Soldier, by Auguste Renoir. Oil on canvas from 1880. Take some time and look at it. <break time = ""3s""/> What does it make you feel?",it makes me feel like bananas what does that mean,dish,4720287f-ce7d-4556-b8c2-9eccf0141eac,"  memory_name entity    value
0    favorite   type     dish
1    favorite   name  bananas",Match,0.8561344147,"Information Items:
memory_name: artwork, entity: origin, value: France.
memory_name: artwork, entity: title, value: The Young Soldier.
memory_name: artwork, entity: artist, value: Auguste Renoir.
memory_name: artwork, entity: medium, value: Oil on canvas.
memory_name: artwork, entity: year, value: 1880.
memory_name: feeling, entity: object, value: bananas.","               value
0             France
1  The Young Soldier
2     Auguste Renoir
3      Oil on canvas
4               1880
5            bananas","     value
0     dish
1  bananas","     value _merge
0  bananas   both","               value      _merge
0             France   left_only
1  The Young Soldier   left_only
2     Auguste Renoir   left_only
3      Oil on canvas   left_only
4               1880   left_only
5            bananas        both
6               dish  right_only",['bananas'],right_only,0,1,TRUE,,,,
How can I help you?,say hello to my friend alan,friend,47259de0-9eb1-4319-a33e-22f5ed990180,"    memory_name entity   value
0  relationship   type  friend",Match,0.7513558269,"Information Items:
memory_name: relationship, entity: type, value: friend.
memory_name: person, entity: name, value: Alan.","    value
0  friend
1    Alan","    value
0  friend","    value _merge
0  friend   both","    value     _merge
0  friend       both
1    Alan  left_only",['friend'],both,1,1,FALSE,Correct,Introduction,,
How can I help you?,say hello to my friend alan,Alan,47259de0-9eb1-4319-a33e-22f5ed990180,"    memory_name entity   value
0  relationship   type  friend",Match,0.7513558269,"Information Items:
memory_name: relationship, entity: type, value: friend.
memory_name: person, entity: name, value: Alan.","    value
0  friend
1    Alan","    value
0  friend","    value _merge
0  friend   both","    value     _merge
0  friend       both
1    Alan  left_only",['friend'],left_only,1,0,FALSE,Correct,Friend,,
How can I help you?,i'm going to be leaving i'm going to go out to go shop for flowers,shopping,47465d76-0878-4624-92b1-6825611fa424,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",Match,0.9797059894,"Information Items:
memory_name: activity, entity: type, value: shopping.
memory_name: activity, entity: name, value: buying flowers.","            value
0        shopping
1  buying flowers","      value
0  activity
1  shopping","      value _merge
0  shopping   both","            value      _merge
0        shopping        both
1  buying flowers   left_only
2        activity  right_only",['shopping'],both,1,1,TRUE,Correct,,,
How can I help you?,i'm going to be leaving i'm going to go out to go shop for flowers,buying flowers,47465d76-0878-4624-92b1-6825611fa424,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",Match,0.9797059894,"Information Items:
memory_name: activity, entity: type, value: shopping.
memory_name: activity, entity: name, value: buying flowers.","            value
0        shopping
1  buying flowers","      value
0  activity
1  shopping","      value _merge
0  shopping   both","            value      _merge
0        shopping        both
1  buying flowers   left_only
2        activity  right_only",['shopping'],left_only,1,0,TRUE,Correct,,,
How can I help you?,i'm going to be leaving i'm going to go out to go shop for flowers,activity,47465d76-0878-4624-92b1-6825611fa424,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",Match,0.9797059894,"Information Items:
memory_name: activity, entity: type, value: shopping.
memory_name: activity, entity: name, value: buying flowers.","            value
0        shopping
1  buying flowers","      value
0  activity
1  shopping","      value _merge
0  shopping   both","            value      _merge
0        shopping        both
1  buying flowers   left_only
2        activity  right_only",['shopping'],right_only,0,1,TRUE,Correct,,,
How can I help you?,i've not doing any exercises today thank you,exercise,47599535-189b-4f81-8e9d-e6e7e27ebca8,"  memory_name entity              value
0    activity   type  physical_activity",Match,0.9690631628,"Information Items:
memory_name: activity, entity: type, value: exercise.
memory_name: activity, entity: status, value: not doing today.","             value
0         exercise
1  not doing today","               value
0  physical activity","Empty DataFrame
Columns: [value, _merge]
Index: []","               value      _merge
0           exercise   left_only
1    not doing today   left_only
2  physical activity  right_only",[],left_only,1,0,FALSE,Partially correct,Not ,,
How can I help you?,i've not doing any exercises today thank you,not doing today,47599535-189b-4f81-8e9d-e6e7e27ebca8,"  memory_name entity              value
0    activity   type  physical_activity",Match,0.9690631628,"Information Items:
memory_name: activity, entity: type, value: exercise.
memory_name: activity, entity: status, value: not doing today.","             value
0         exercise
1  not doing today","               value
0  physical activity","Empty DataFrame
Columns: [value, _merge]
Index: []","               value      _merge
0           exercise   left_only
1    not doing today   left_only
2  physical activity  right_only",[],left_only,1,0,FALSE,Partially correct,Excercise,,
How can I help you?,i've not doing any exercises today thank you,physical activity,47599535-189b-4f81-8e9d-e6e7e27ebca8,"  memory_name entity              value
0    activity   type  physical_activity",Match,0.9690631628,"Information Items:
memory_name: activity, entity: type, value: exercise.
memory_name: activity, entity: status, value: not doing today.","             value
0         exercise
1  not doing today","               value
0  physical activity","Empty DataFrame
Columns: [value, _merge]
Index: []","               value      _merge
0           exercise   left_only
1    not doing today   left_only
2  physical activity  right_only",[],right_only,0,1,FALSE,Correct,,,
"<say-as interpret-as=""name"">Nuzhat</say-as>, where did you go?",i went to ride my bike around the park,physical activity,4780131f-0946-445a-bdc4-91fedbeadb69,"  memory_name entity     value
1    activity   type  activity
2    activity   name   cycling
3       place   name      park",Match,0.9890059233,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: bike riding.
memory_name: place, entity: name, value: park.","               value
0  physical activity
1        bike riding
2               park","      value
0  activity
1   cycling
2      park","  value _merge
0  park   both","               value      _merge
0  physical activity   left_only
1        bike riding   left_only
2               park        both
3           activity  right_only
4            cycling  right_only",['park'],left_only,1,0,TRUE,Correct,,,
"<say-as interpret-as=""name"">Nuzhat</say-as>, where did you go?",i went to ride my bike around the park,bike riding,4780131f-0946-445a-bdc4-91fedbeadb69,"  memory_name entity     value
1    activity   type  activity
2    activity   name   cycling
3       place   name      park",Match,0.9890059233,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: bike riding.
memory_name: place, entity: name, value: park.","               value
0  physical activity
1        bike riding
2               park","      value
0  activity
1   cycling
2      park","  value _merge
0  park   both","               value      _merge
0  physical activity   left_only
1        bike riding   left_only
2               park        both
3           activity  right_only
4            cycling  right_only",['park'],left_only,1,0,TRUE,Correct,,,
"<say-as interpret-as=""name"">Nuzhat</say-as>, where did you go?",i went to ride my bike around the park,park,4780131f-0946-445a-bdc4-91fedbeadb69,"  memory_name entity     value
1    activity   type  activity
2    activity   name   cycling
3       place   name      park",Match,0.9890059233,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: bike riding.
memory_name: place, entity: name, value: park.","               value
0  physical activity
1        bike riding
2               park","      value
0  activity
1   cycling
2      park","  value _merge
0  park   both","               value      _merge
0  physical activity   left_only
1        bike riding   left_only
2               park        both
3           activity  right_only
4            cycling  right_only",['park'],both,1,1,TRUE,Partially correct,In,,
"<say-as interpret-as=""name"">Nuzhat</say-as>, where did you go?",i went to ride my bike around the park,activity,4780131f-0946-445a-bdc4-91fedbeadb69,"  memory_name entity     value
1    activity   type  activity
2    activity   name   cycling
3       place   name      park",Match,0.9890059233,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: bike riding.
memory_name: place, entity: name, value: park.","               value
0  physical activity
1        bike riding
2               park","      value
0  activity
1   cycling
2      park","  value _merge
0  park   both","               value      _merge
0  physical activity   left_only
1        bike riding   left_only
2               park        both
3           activity  right_only
4            cycling  right_only",['park'],right_only,0,1,TRUE,Correct,,,
