elliq_text,user_text,group_id,memnet_info_items,valid_memNet_info_items,num_valid_memNet_info_items,labels,scores,gpt_text_response,gpt_info_items,gpt_values,memnet_values,inner_join_values,outer_join_values,inner_join_list,outer_join_list
"Hey, what about you , what's a hobby that you like to do throughout the week?",i go to the movies,06b5d716-2765-4894-861b-dd337e9582fc,"  memory_name entity     value
1    activity   type  activity
2    activity   name     movie",['movie'],1,Match,0.9814558029174804,"Information Items:
memory_name: activity, entity: type, value: leisure.
memory_name: activity, entity: name, value: movies.","  memory_name entity     value
0    activity   type   leisure
1    activity   name    movies","     value
0  leisure
1   movies","      value
0  activity
1     movie","Empty DataFrame
Columns: [value]
Index: []","      value
0   leisure
1    movies
2  activity
3     movie",[],movie
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",i'm going to go shopping,06be0df6-74c6-44c6-8957-ab4befedc7db,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.9806248545646667,"Information Items:
memory_name: activity, entity: type, value: shopping.","  memory_name entity      value
0    activity   type   shopping","      value
0  shopping","      value
0  activity
1  shopping","      value
0  shopping","      value
0  shopping
1  activity",['shopping'],shopping
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",i'm going to go shopping,06be0df6-74c6-44c6-8957-ab4befedc7db,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.9806248545646667,"Information Items:
memory_name: activity, entity: type, value: shopping.","  memory_name entity      value
0    activity   type   shopping","      value
0  shopping","      value
0  activity
1  shopping","      value
0  shopping","      value
0  shopping
1  activity",['shopping'],activity
How can I help you?,i'm going to go take a little walk,06bf9c60-97dc-493d-b3d4-15f9027b23a8,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9875614643096924,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walk.","  memory_name entity               value
0    activity   type   physical activity
1    activity   name                walk","               value
0  physical activity
1               walk","      value
0  activity
1   walking","Empty DataFrame
Columns: [value]
Index: []","               value
0  physical activity
1               walk
2           activity
3            walking",[],physical activity
How can I help you?,i'm going to go take a little walk,06bf9c60-97dc-493d-b3d4-15f9027b23a8,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9875614643096924,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walk.","  memory_name entity               value
0    activity   type   physical activity
1    activity   name                walk","               value
0  physical activity
1               walk","      value
0  activity
1   walking","Empty DataFrame
Columns: [value]
Index: []","               value
0  physical activity
1               walk
2           activity
3            walking",[],walk
How can I help you?,i'm going to go take a little walk,06bf9c60-97dc-493d-b3d4-15f9027b23a8,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9875614643096924,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walk.","  memory_name entity               value
0    activity   type   physical activity
1    activity   name                walk","               value
0  physical activity
1               walk","      value
0  activity
1   walking","Empty DataFrame
Columns: [value]
Index: []","               value
0  physical activity
1               walk
2           activity
3            walking",[],activity
How can I help you?,i'm going to go take a little walk,06bf9c60-97dc-493d-b3d4-15f9027b23a8,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9875614643096924,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walk.","  memory_name entity               value
0    activity   type   physical activity
1    activity   name                walk","               value
0  physical activity
1               walk","      value
0  activity
1   walking","Empty DataFrame
Columns: [value]
Index: []","               value
0  physical activity
1               walk
2           activity
3            walking",[],walking
What's your favorite kind of physical exercise?,arundel mall walking walking i light to work it,06da46b7-ca1b-4d3e-91f9-aa3c4065d503,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.8564932346343994,"Information Items:
memory_name: activity, entity: type, value: physical exercise.
memory_name: activity, entity: name, value: walking.
memory_name: place, entity: name, value: Arundel Mall.","  memory_name entity               value
0    activity   type   physical exercise
1    activity   name             walking
2       place   name        Arundel Mall","               value
0  physical exercise
1            walking
2       Arundel Mall","      value
0  activity
1   walking","     value
0  walking","               value
0  physical exercise
1            walking
2       Arundel Mall
3           activity",['walking'],physical exercise
What's your favorite kind of physical exercise?,arundel mall walking walking i light to work it,06da46b7-ca1b-4d3e-91f9-aa3c4065d503,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.8564932346343994,"Information Items:
memory_name: activity, entity: type, value: physical exercise.
memory_name: activity, entity: name, value: walking.
memory_name: place, entity: name, value: Arundel Mall.","  memory_name entity               value
0    activity   type   physical exercise
1    activity   name             walking
2       place   name        Arundel Mall","               value
0  physical exercise
1            walking
2       Arundel Mall","      value
0  activity
1   walking","     value
0  walking","               value
0  physical exercise
1            walking
2       Arundel Mall
3           activity",['walking'],walking
What's your favorite kind of physical exercise?,arundel mall walking walking i light to work it,06da46b7-ca1b-4d3e-91f9-aa3c4065d503,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.8564932346343994,"Information Items:
memory_name: activity, entity: type, value: physical exercise.
memory_name: activity, entity: name, value: walking.
memory_name: place, entity: name, value: Arundel Mall.","  memory_name entity               value
0    activity   type   physical exercise
1    activity   name             walking
2       place   name        Arundel Mall","               value
0  physical exercise
1            walking
2       Arundel Mall","      value
0  activity
1   walking","     value
0  walking","               value
0  physical exercise
1            walking
2       Arundel Mall
3           activity",['walking'],Arundel Mall
What's your favorite kind of physical exercise?,arundel mall walking walking i light to work it,06da46b7-ca1b-4d3e-91f9-aa3c4065d503,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.8564932346343994,"Information Items:
memory_name: activity, entity: type, value: physical exercise.
memory_name: activity, entity: name, value: walking.
memory_name: place, entity: name, value: Arundel Mall.","  memory_name entity               value
0    activity   type   physical exercise
1    activity   name             walking
2       place   name        Arundel Mall","               value
0  physical exercise
1            walking
2       Arundel Mall","      value
0  activity
1   walking","     value
0  walking","               value
0  physical exercise
1            walking
2       Arundel Mall
3           activity",['walking'],activity
Do you have anything special planned for tomorrow?,i'm going to go to the credit union and the library,06e5febd-869b-4b50-bc40-cf2ecfc53b2a,"  memory_name entity    value
1       place   name  library",['library'],1,Match,0.9730451703071594,"Information Items:
memory_name: place, entity: name, value: credit union.
memory_name: place, entity: name, value: library.","  memory_name entity          value
0       place   name   credit union
1       place   name        library","          value
0  credit union
1       library","     value
0  library","     value
0  library","          value
0  credit union
1       library",['library'],credit union
Do you have anything special planned for tomorrow?,i'm going to go to the credit union and the library,06e5febd-869b-4b50-bc40-cf2ecfc53b2a,"  memory_name entity    value
1       place   name  library",['library'],1,Match,0.9730451703071594,"Information Items:
memory_name: place, entity: name, value: credit union.
memory_name: place, entity: name, value: library.","  memory_name entity          value
0       place   name   credit union
1       place   name        library","          value
0  credit union
1       library","     value
0  library","     value
0  library","          value
0  credit union
1       library",['library'],library
Are you going to meet someone?,no we're going for a walk,06e89354-31b0-4b0a-be1e-9d94f7897f51,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9944932460784912,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walk.","  memory_name entity               value
0    activity   type   physical activity
1    activity   name                walk","               value
0  physical activity
1               walk","      value
0  activity
1   walking","Empty DataFrame
Columns: [value]
Index: []","               value
0  physical activity
1               walk
2           activity
3            walking",[],physical activity
Are you going to meet someone?,no we're going for a walk,06e89354-31b0-4b0a-be1e-9d94f7897f51,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9944932460784912,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walk.","  memory_name entity               value
0    activity   type   physical activity
1    activity   name                walk","               value
0  physical activity
1               walk","      value
0  activity
1   walking","Empty DataFrame
Columns: [value]
Index: []","               value
0  physical activity
1               walk
2           activity
3            walking",[],walk
Are you going to meet someone?,no we're going for a walk,06e89354-31b0-4b0a-be1e-9d94f7897f51,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9944932460784912,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walk.","  memory_name entity               value
0    activity   type   physical activity
1    activity   name                walk","               value
0  physical activity
1               walk","      value
0  activity
1   walking","Empty DataFrame
Columns: [value]
Index: []","               value
0  physical activity
1               walk
2           activity
3            walking",[],activity
Are you going to meet someone?,no we're going for a walk,06e89354-31b0-4b0a-be1e-9d94f7897f51,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9944932460784912,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walk.","  memory_name entity               value
0    activity   type   physical activity
1    activity   name                walk","               value
0  physical activity
1               walk","      value
0  activity
1   walking","Empty DataFrame
Columns: [value]
Index: []","               value
0  physical activity
1               walk
2           activity
3            walking",[],walking
Is there anything special planned for today?,church and visit my mother,073f85a6-1189-4b35-8ced-fd56db87d60a,"    memory_name  entity   value
0  relationship    type  mother
2         place  people  mother",['mother'],1,Match,0.8974128365516663,"Information Items:
memory_name: activity, entity: type, value: religious activity.
memory_name: activity, entity: name, value: church.
memory_name: relationship, entity: type, value: mother.
memory_name: activity, entity: type, value: visit.
memory_name: activity, entity: name, value: visit mother.","    memory_name entity                value
0      activity   type   religious activity
1      activity   name               church
2  relationship   type               mother
3      activity   type                visit
4      activity   name         visit mother","                value
0  religious activity
1              church
2              mother
3               visit
4        visit mother","    value
0  mother
1  mother","    value
0  mother
1  mother","                value
0  religious activity
1              church
2              mother
3              mother
4               visit
5        visit mother","['mother', 'mother']",religious activity
Is there anything special planned for today?,church and visit my mother,073f85a6-1189-4b35-8ced-fd56db87d60a,"    memory_name  entity   value
0  relationship    type  mother
2         place  people  mother",['mother'],1,Match,0.8974128365516663,"Information Items:
memory_name: activity, entity: type, value: religious activity.
memory_name: activity, entity: name, value: church.
memory_name: relationship, entity: type, value: mother.
memory_name: activity, entity: type, value: visit.
memory_name: activity, entity: name, value: visit mother.","    memory_name entity                value
0      activity   type   religious activity
1      activity   name               church
2  relationship   type               mother
3      activity   type                visit
4      activity   name         visit mother","                value
0  religious activity
1              church
2              mother
3               visit
4        visit mother","    value
0  mother
1  mother","    value
0  mother
1  mother","                value
0  religious activity
1              church
2              mother
3              mother
4               visit
5        visit mother","['mother', 'mother']",church
Is there anything special planned for today?,church and visit my mother,073f85a6-1189-4b35-8ced-fd56db87d60a,"    memory_name  entity   value
0  relationship    type  mother
2         place  people  mother",['mother'],1,Match,0.8974128365516663,"Information Items:
memory_name: activity, entity: type, value: religious activity.
memory_name: activity, entity: name, value: church.
memory_name: relationship, entity: type, value: mother.
memory_name: activity, entity: type, value: visit.
memory_name: activity, entity: name, value: visit mother.","    memory_name entity                value
0      activity   type   religious activity
1      activity   name               church
2  relationship   type               mother
3      activity   type                visit
4      activity   name         visit mother","                value
0  religious activity
1              church
2              mother
3               visit
4        visit mother","    value
0  mother
1  mother","    value
0  mother
1  mother","                value
0  religious activity
1              church
2              mother
3              mother
4               visit
5        visit mother","['mother', 'mother']",mother
Is there anything special planned for today?,church and visit my mother,073f85a6-1189-4b35-8ced-fd56db87d60a,"    memory_name  entity   value
0  relationship    type  mother
2         place  people  mother",['mother'],1,Match,0.8974128365516663,"Information Items:
memory_name: activity, entity: type, value: religious activity.
memory_name: activity, entity: name, value: church.
memory_name: relationship, entity: type, value: mother.
memory_name: activity, entity: type, value: visit.
memory_name: activity, entity: name, value: visit mother.","    memory_name entity                value
0      activity   type   religious activity
1      activity   name               church
2  relationship   type               mother
3      activity   type                visit
4      activity   name         visit mother","                value
0  religious activity
1              church
2              mother
3               visit
4        visit mother","    value
0  mother
1  mother","    value
0  mother
1  mother","                value
0  religious activity
1              church
2              mother
3              mother
4               visit
5        visit mother","['mother', 'mother']",mother
Is there anything special planned for today?,church and visit my mother,073f85a6-1189-4b35-8ced-fd56db87d60a,"    memory_name  entity   value
0  relationship    type  mother
2         place  people  mother",['mother'],1,Match,0.8974128365516663,"Information Items:
memory_name: activity, entity: type, value: religious activity.
memory_name: activity, entity: name, value: church.
memory_name: relationship, entity: type, value: mother.
memory_name: activity, entity: type, value: visit.
memory_name: activity, entity: name, value: visit mother.","    memory_name entity                value
0      activity   type   religious activity
1      activity   name               church
2  relationship   type               mother
3      activity   type                visit
4      activity   name         visit mother","                value
0  religious activity
1              church
2              mother
3               visit
4        visit mother","    value
0  mother
1  mother","    value
0  mother
1  mother","                value
0  religious activity
1              church
2              mother
3              mother
4               visit
5        visit mother","['mother', 'mother']",visit
Is there anything special planned for today?,church and visit my mother,073f85a6-1189-4b35-8ced-fd56db87d60a,"    memory_name  entity   value
0  relationship    type  mother
2         place  people  mother",['mother'],1,Match,0.8974128365516663,"Information Items:
memory_name: activity, entity: type, value: religious activity.
memory_name: activity, entity: name, value: church.
memory_name: relationship, entity: type, value: mother.
memory_name: activity, entity: type, value: visit.
memory_name: activity, entity: name, value: visit mother.","    memory_name entity                value
0      activity   type   religious activity
1      activity   name               church
2  relationship   type               mother
3      activity   type                visit
4      activity   name         visit mother","                value
0  religious activity
1              church
2              mother
3               visit
4        visit mother","    value
0  mother
1  mother","    value
0  mother
1  mother","                value
0  religious activity
1              church
2              mother
3              mother
4               visit
5        visit mother","['mother', 'mother']",visit mother
My ears (or microphones I guess) must be malfunctioning. I didn't quite understand that. What did you eat for dinner?,i had a pot pie,076812a1-42c2-42a8-ad34-7bd918d981b4,"  memory_name entity     value
0    activity   type  activity
1    activity   name   cooking",['cooking'],1,Match,0.9893149137496948,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: dinner.
memory_name: food, entity: type, value: pot pie.","  memory_name entity     value
0    activity   type      meal
1    activity   name    dinner
2        food   type   pot pie","     value
0     meal
1   dinner
2  pot pie","      value
0  activity
1   cooking","Empty DataFrame
Columns: [value]
Index: []","      value
0      meal
1    dinner
2   pot pie
3  activity
4   cooking",[],meal
My ears (or microphones I guess) must be malfunctioning. I didn't quite understand that. What did you eat for dinner?,i had a pot pie,076812a1-42c2-42a8-ad34-7bd918d981b4,"  memory_name entity     value
0    activity   type  activity
1    activity   name   cooking",['cooking'],1,Match,0.9893149137496948,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: dinner.
memory_name: food, entity: type, value: pot pie.","  memory_name entity     value
0    activity   type      meal
1    activity   name    dinner
2        food   type   pot pie","     value
0     meal
1   dinner
2  pot pie","      value
0  activity
1   cooking","Empty DataFrame
Columns: [value]
Index: []","      value
0      meal
1    dinner
2   pot pie
3  activity
4   cooking",[],dinner
My ears (or microphones I guess) must be malfunctioning. I didn't quite understand that. What did you eat for dinner?,i had a pot pie,076812a1-42c2-42a8-ad34-7bd918d981b4,"  memory_name entity     value
0    activity   type  activity
1    activity   name   cooking",['cooking'],1,Match,0.9893149137496948,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: dinner.
memory_name: food, entity: type, value: pot pie.","  memory_name entity     value
0    activity   type      meal
1    activity   name    dinner
2        food   type   pot pie","     value
0     meal
1   dinner
2  pot pie","      value
0  activity
1   cooking","Empty DataFrame
Columns: [value]
Index: []","      value
0      meal
1    dinner
2   pot pie
3  activity
4   cooking",[],pot pie
My ears (or microphones I guess) must be malfunctioning. I didn't quite understand that. What did you eat for dinner?,i had a pot pie,076812a1-42c2-42a8-ad34-7bd918d981b4,"  memory_name entity     value
0    activity   type  activity
1    activity   name   cooking",['cooking'],1,Match,0.9893149137496948,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: dinner.
memory_name: food, entity: type, value: pot pie.","  memory_name entity     value
0    activity   type      meal
1    activity   name    dinner
2        food   type   pot pie","     value
0     meal
1   dinner
2  pot pie","      value
0  activity
1   cooking","Empty DataFrame
Columns: [value]
Index: []","      value
0      meal
1    dinner
2   pot pie
3  activity
4   cooking",[],activity
My ears (or microphones I guess) must be malfunctioning. I didn't quite understand that. What did you eat for dinner?,i had a pot pie,076812a1-42c2-42a8-ad34-7bd918d981b4,"  memory_name entity     value
0    activity   type  activity
1    activity   name   cooking",['cooking'],1,Match,0.9893149137496948,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: dinner.
memory_name: food, entity: type, value: pot pie.","  memory_name entity     value
0    activity   type      meal
1    activity   name    dinner
2        food   type   pot pie","     value
0     meal
1   dinner
2  pot pie","      value
0  activity
1   cooking","Empty DataFrame
Columns: [value]
Index: []","      value
0      meal
1    dinner
2   pot pie
3  activity
4   cooking",[],cooking
Do you wanna spend some time together?,i'm going to talk to my doctor about,07797b8e-a4b9-4926-b2dc-20b11b6830b3,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.8466365933418274,"Information Items:
memory_name: activity, entity: type, value: communication.
memory_name: activity, entity: name, value: talking to doctor.","  memory_name entity               value
0    activity   type       communication
1    activity   name   talking to doctor","               value
0      communication
1  talking to doctor","      value
0  activity
1    doctor","Empty DataFrame
Columns: [value]
Index: []","               value
0      communication
1  talking to doctor
2           activity
3             doctor",[],communication
Do you wanna spend some time together?,i'm going to talk to my doctor about,07797b8e-a4b9-4926-b2dc-20b11b6830b3,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.8466365933418274,"Information Items:
memory_name: activity, entity: type, value: communication.
memory_name: activity, entity: name, value: talking to doctor.","  memory_name entity               value
0    activity   type       communication
1    activity   name   talking to doctor","               value
0      communication
1  talking to doctor","      value
0  activity
1    doctor","Empty DataFrame
Columns: [value]
Index: []","               value
0      communication
1  talking to doctor
2           activity
3             doctor",[],talking to doctor
Do you wanna spend some time together?,i'm going to talk to my doctor about,07797b8e-a4b9-4926-b2dc-20b11b6830b3,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.8466365933418274,"Information Items:
memory_name: activity, entity: type, value: communication.
memory_name: activity, entity: name, value: talking to doctor.","  memory_name entity               value
0    activity   type       communication
1    activity   name   talking to doctor","               value
0      communication
1  talking to doctor","      value
0  activity
1    doctor","Empty DataFrame
Columns: [value]
Index: []","               value
0      communication
1  talking to doctor
2           activity
3             doctor",[],activity
Do you wanna spend some time together?,i'm going to talk to my doctor about,07797b8e-a4b9-4926-b2dc-20b11b6830b3,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.8466365933418274,"Information Items:
memory_name: activity, entity: type, value: communication.
memory_name: activity, entity: name, value: talking to doctor.","  memory_name entity               value
0    activity   type       communication
1    activity   name   talking to doctor","               value
0      communication
1  talking to doctor","      value
0  activity
1    doctor","Empty DataFrame
Columns: [value]
Index: []","               value
0      communication
1  talking to doctor
2           activity
3             doctor",[],doctor
Did you get a chance to do reading this week despite the pain you were feeling?,oh yes i've done a lot of reading,07a6b07d-9837-4905-8171-a1f1195663ed,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name  reading",['reading'],1,Match,0.9884568452835084,"Information Items:
memory_name: activity, entity: type, value: reading.
memory_name: condition, entity: type, value: pain.","  memory_name entity     value
0    activity   type   reading
1   condition   type      pain","     value
0  reading
1     pain","     value
0  hobbies
1  reading","     value
0  reading","     value
0  reading
1     pain
2  hobbies",['reading'],reading
Did you get a chance to do reading this week despite the pain you were feeling?,oh yes i've done a lot of reading,07a6b07d-9837-4905-8171-a1f1195663ed,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name  reading",['reading'],1,Match,0.9884568452835084,"Information Items:
memory_name: activity, entity: type, value: reading.
memory_name: condition, entity: type, value: pain.","  memory_name entity     value
0    activity   type   reading
1   condition   type      pain","     value
0  reading
1     pain","     value
0  hobbies
1  reading","     value
0  reading","     value
0  reading
1     pain
2  hobbies",['reading'],pain
Did you get a chance to do reading this week despite the pain you were feeling?,oh yes i've done a lot of reading,07a6b07d-9837-4905-8171-a1f1195663ed,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name  reading",['reading'],1,Match,0.9884568452835084,"Information Items:
memory_name: activity, entity: type, value: reading.
memory_name: condition, entity: type, value: pain.","  memory_name entity     value
0    activity   type   reading
1   condition   type      pain","     value
0  reading
1     pain","     value
0  hobbies
1  reading","     value
0  reading","     value
0  reading
1     pain
2  hobbies",['reading'],hobbies
"I'm curious, is there any other word that could describe how you're feeling at the moment?",okay i want to watch tv,07c6561f-7b74-4170-8f9c-168c8376fd02,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9690678715705872,"Information Items:
memory_name: activity, entity: name, value: watching tv.","  memory_name entity         value
0    activity   name   watching tv","         value
0  watching tv","         value
0     activity
1  watching tv","         value
0  watching tv","         value
0  watching tv
1     activity",['watching tv'],watching tv
"I'm curious, is there any other word that could describe how you're feeling at the moment?",okay i want to watch tv,07c6561f-7b74-4170-8f9c-168c8376fd02,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9690678715705872,"Information Items:
memory_name: activity, entity: name, value: watching tv.","  memory_name entity         value
0    activity   name   watching tv","         value
0  watching tv","         value
0     activity
1  watching tv","         value
0  watching tv","         value
0  watching tv
1     activity",['watching tv'],activity
"I’m wondering, are you meeting up with anyone?",no just going grocery shopping,0801f60b-523c-4118-b80a-d04f743ac351,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.9938403367996216,"Information Items:
memory_name: activity, entity: type, value: shopping.
memory_name: activity, entity: name, value: grocery shopping.","  memory_name entity              value
0    activity   type           shopping
1    activity   name   grocery shopping","              value
0          shopping
1  grocery shopping","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value]
Index: []","              value
0          shopping
1  grocery shopping",[],shopping
"I’m wondering, are you meeting up with anyone?",no just going grocery shopping,0801f60b-523c-4118-b80a-d04f743ac351,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.9938403367996216,"Information Items:
memory_name: activity, entity: type, value: shopping.
memory_name: activity, entity: name, value: grocery shopping.","  memory_name entity              value
0    activity   type           shopping
1    activity   name   grocery shopping","              value
0          shopping
1  grocery shopping","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value]
Index: []","              value
0          shopping
1  grocery shopping",[],grocery shopping
Where are you off to?,the grocery store,080cf70e-d36a-4c26-9e8a-d086e3861ae0,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.9891596436500548,"Information Items:
memory_name: place, entity: name, value: grocery store.","  memory_name entity           value
0       place   name   grocery store","           value
0  grocery store","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value]
Index: []","           value
0  grocery store",[],grocery store
Do you have any important plans for today?,how to get my tv set up hopefully,080f5ba5-95d8-4a26-ab01-e2acb041d780,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.8348573446273804,"Information Items:
memory_name: activity, entity: type, value: setting up.
memory_name: object, entity: name, value: tv.","  memory_name entity        value
0    activity   type   setting up
1      object   name           tv","        value
0  setting up
1          tv","         value
0     activity
1  watching tv","Empty DataFrame
Columns: [value]
Index: []","         value
0   setting up
1           tv
2     activity
3  watching tv",[],setting up
Do you have any important plans for today?,how to get my tv set up hopefully,080f5ba5-95d8-4a26-ab01-e2acb041d780,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.8348573446273804,"Information Items:
memory_name: activity, entity: type, value: setting up.
memory_name: object, entity: name, value: tv.","  memory_name entity        value
0    activity   type   setting up
1      object   name           tv","        value
0  setting up
1          tv","         value
0     activity
1  watching tv","Empty DataFrame
Columns: [value]
Index: []","         value
0   setting up
1           tv
2     activity
3  watching tv",[],tv
Do you have any important plans for today?,how to get my tv set up hopefully,080f5ba5-95d8-4a26-ab01-e2acb041d780,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.8348573446273804,"Information Items:
memory_name: activity, entity: type, value: setting up.
memory_name: object, entity: name, value: tv.","  memory_name entity        value
0    activity   type   setting up
1      object   name           tv","        value
0  setting up
1          tv","         value
0     activity
1  watching tv","Empty DataFrame
Columns: [value]
Index: []","         value
0   setting up
1           tv
2     activity
3  watching tv",[],activity
Do you have any important plans for today?,how to get my tv set up hopefully,080f5ba5-95d8-4a26-ab01-e2acb041d780,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.8348573446273804,"Information Items:
memory_name: activity, entity: type, value: setting up.
memory_name: object, entity: name, value: tv.","  memory_name entity        value
0    activity   type   setting up
1      object   name           tv","        value
0  setting up
1          tv","         value
0     activity
1  watching tv","Empty DataFrame
Columns: [value]
Index: []","         value
0   setting up
1           tv
2     activity
3  watching tv",[],watching tv
Do you have anything special planned for today?,yes i'm going walking,0823f61e-55f4-4808-a90b-0ea687c730a5,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9946597218513488,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walking.","  memory_name entity               value
0    activity   type   physical activity
1    activity   name             walking","               value
0  physical activity
1            walking","      value
0  activity
1   walking","     value
0  walking","               value
0  physical activity
1            walking
2           activity",['walking'],physical activity
Do you have anything special planned for today?,yes i'm going walking,0823f61e-55f4-4808-a90b-0ea687c730a5,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9946597218513488,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walking.","  memory_name entity               value
0    activity   type   physical activity
1    activity   name             walking","               value
0  physical activity
1            walking","      value
0  activity
1   walking","     value
0  walking","               value
0  physical activity
1            walking
2           activity",['walking'],walking
Do you have anything special planned for today?,yes i'm going walking,0823f61e-55f4-4808-a90b-0ea687c730a5,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9946597218513488,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walking.","  memory_name entity               value
0    activity   type   physical activity
1    activity   name             walking","               value
0  physical activity
1            walking","      value
0  activity
1   walking","     value
0  walking","               value
0  physical activity
1            walking
2           activity",['walking'],activity
How can I help you?,i have to go see the doctor,0839c4c4-de50-4c4b-8e72-bcde65cc55a1,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9825026988983154,"Information Items:
memory_name: place, entity: name, value: doctor.","  memory_name entity    value
0       place   name   doctor","    value
0  doctor","      value
0  activity
1    doctor","    value
0  doctor","      value
0    doctor
1  activity",['doctor'],doctor
How can I help you?,i have to go see the doctor,0839c4c4-de50-4c4b-8e72-bcde65cc55a1,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9825026988983154,"Information Items:
memory_name: place, entity: name, value: doctor.","  memory_name entity    value
0       place   name   doctor","    value
0  doctor","      value
0  activity
1    doctor","    value
0  doctor","      value
0    doctor
1  activity",['doctor'],activity
